id,host_id,host_is_superhost,neighbourhood_cleansed,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cancellation_policy,review_scores_rating,price
2634250,11790218,0,1,1,6,3,3,3,1,3,100,1490
14807246,85237033,0,9,1,5,1,2,3,1,2,100,1503
15321132,24254303,0,12,1,2,1,1,1,1,3,100,248
15423684,98854995,0,1,1,3,1,1,1,1,3,100,356
15442769,87432646,0,2,1,4,1,2,2,1,3,100,698
15473578,99317741,0,1,1,2,1,1,1,1,1,100,396
15835618,93050263,0,12,1,2,1,1,1,1,2,100,470
16036659,79932117,0,1,1,2,1,1,1,1,1,100,597
16291576,85758424,0,2,1,2,1,1,1,1,3,100,611
16547672,41440505,0,2,1,2,1.5,1,1,1,3,100,1503
16668834,86501423,0,9,1,4,1,2,2,1,3,100,698
17706216,93050263,0,12,1,3,2,1,2,1,2,100,671
17770162,119868116,0,1,1,2,1,1,1,1,3,100,658
17814484,121777409,1,9,1,3,1,1,1,1,3,100,121
18982742,129525792,0,1,1,2,1,1,1,1,3,100,497
19056806,116330078,0,10,1,2,1,1,1,1,2,100,530
19989810,12267702,0,1,1,2,1,0,1,1,2,100,429
20075557,142329622,0,1,1,2,2,1,1,1,3,100,577
20272729,70926641,0,1,1,3,1,1,1,1,2,100,470
20285900,144688337,0,6,1,2,1,1,1,1,1,100,342
20494271,81238003,0,1,1,5,1.5,1,2,1,3,100,698
20598027,132157720,0,2,1,6,1,2,3,1,3,100,617
20828877,83723753,0,1,1,2,1,1,1,1,1,100,698
21000296,151188912,0,1,1,2,1,1,1,1,3,100,591
21075205,151056625,1,15,1,5,1,1,2,1,3,100,389
21148497,148524154,0,4,1,2,1,1,1,1,3,100,315
21191189,153039211,0,12,1,2,1,1,1,1,1,100,396
21554524,156249912,0,1,1,4,2,2,2,1,2,100,1409
21567231,153039211,0,12,1,1,1,1,1,1,3,100,396
21582969,153039211,0,12,1,2,1,1,1,1,3,100,497
21642531,148446971,0,1,1,2,0,1,1,1,3,100,389
21719774,156249912,0,1,1,2,1,1,1,1,2,100,752
21730177,101023703,0,1,1,2,1,0,1,1,3,100,577
21754709,153039211,0,12,1,2,1,1,1,1,3,100,396
21756263,156249912,0,1,1,2,1,1,1,1,2,100,550
21789340,156249912,0,1,1,2,1,1,1,1,2,100,651
22096938,161422532,0,2,1,6,1,2,3,1,3,100,718
22167619,153039211,0,12,1,2,1,1,2,1,3,100,497
22251001,85983323,0,2,1,2,1,1,1,1,3,100,530
22440760,153039211,0,12,1,2,1,1,1,1,3,100,597
22456580,14770202,0,1,1,2,1,1,1,1,3,100,678
22720968,167654373,0,7,1,2,1,1,1,1,3,100,228
22816165,162185412,0,1,1,2,1,1,1,1,3,100,577
22819790,168670755,0,4,1,1,1,1,1,1,1,100,302
22902159,94866715,0,2,1,2,1,1,1,1,3,100,1188
22962648,167500871,0,4,1,2,1,1,1,1,3,100,591
23081020,169969459,0,8,1,2,1,0,1,1,3,100,369
23112661,169969459,0,8,1,2,1,0,1,1,3,100,369
24071959,181244644,1,9,1,4,1,2,2,1,1,100,886
24106025,178878445,0,1,1,2,1,1,1,1,1,100,671
24173572,106655993,0,2,1,2,1,1,1,1,2,100,403
24210160,181902649,0,1,1,4,1,0,2,1,3,100,416
24276317,134162095,0,6,1,1,1,0,1,1,3,100,349
24277867,134162095,0,6,1,1,1,0,1,1,3,100,389
24288932,146562093,0,1,1,1,1,1,2,1,3,100,248
24297090,182909291,0,1,1,4,1,1,2,1,2,100,725
24312969,183204784,0,2,1,6,1,2,3,1,2,100,785
24345410,153039211,0,12,1,2,1,1,1,1,3,100,617
24347931,153039211,0,12,1,2,1,1,1,1,3,100,691
24348382,153039211,0,12,1,4,1,2,3,1,3,100,886
24378993,180249807,0,16,1,3,1,0,2,1,1,100,497
24433648,153039211,0,12,1,2,1,1,1,1,3,100,671
24433830,153039211,0,12,1,2,1,1,1,1,3,100,597
24464824,184187839,0,8,1,2,1,0,1,1,3,100,295
24478921,153039211,0,12,1,2,1,1,1,1,3,100,557
24479046,127059215,0,12,1,4,2,2,2,1,3,100,470
24510246,184187839,0,8,1,2,1,0,1,1,3,100,235
24512218,184187839,0,8,1,2,1,0,1,1,3,100,295
24525095,30320328,0,1,1,4,1,1,2,1,2,100,691
24578053,81238003,0,1,1,2,1,1,1,1,3,100,799
24590559,184187839,0,8,1,2,1,0,1,1,3,100,329
24661193,184524201,1,9,1,4,1,2,2,1,1,100,336
24679015,147330277,0,4,1,1,1,0,1,1,3,100,181
24681251,184187839,0,8,1,2,1,1,1,1,3,100,268
24763181,139647289,0,2,1,3,1,0,1,1,3,100,799
24765816,184187839,0,8,1,2,1,0,1,1,3,100,369
24767511,183649408,0,8,1,4,1,2,2,1,3,100,637
24857491,36407917,0,5,1,2,1,1,1,1,1,100,141
24862618,106655993,0,2,1,2,1,1,1,1,2,100,637
24899147,124636567,0,4,1,4,2,1,4,1,3,100,141
24922045,182909291,0,1,1,2,1,1,1,1,2,100,758
24926508,182909291,0,1,1,2,1,1,1,1,2,100,758
24953249,188655234,0,1,1,4,1,0,2,1,3,100,396
24978200,188276786,0,7,1,4,1,2,2,1,3,100,295
24993911,184950170,0,2,1,4,1,1,2,1,2,100,591
25115746,189847320,0,1,1,2,1,1,2,1,2,100,134
25204241,174119594,0,4,1,4,2,2,2,1,3,100,1161
25242850,190727186,0,1,1,2,1,1,1,1,3,100,349
25330455,185259914,0,7,1,2,1,1,1,1,3,100,329
25339603,110094570,0,9,1,5,2,2,2,1,1,100,1027
25342312,191373121,1,4,1,2,1,0,2,1,1,100,2000
25467574,191806512,0,4,1,2,2,1,1,1,2,100,356
25503920,108194632,0,2,1,4,1,2,2,1,2,100,678
25505204,190718716,0,7,1,2,1,1,1,1,3,100,295
25530626,192201158,0,1,1,3,1,1,1,1,3,100,456
25591814,192965666,0,1,1,2,1,0,1,1,3,100,255
25721945,19823035,0,2,1,2,1,1,1,1,1,100,396
25814282,171759569,0,1,1,4,2,2,2,1,2,100,1396
25820153,180903182,0,1,1,2,1,1,1,1,3,100,369
25887383,194518072,0,4,1,1,1,0,1,1,3,100,517
25904913,188398827,0,1,1,2,1,2,2,1,3,100,658
26057123,195715159,0,8,1,2,1,1,2,1,3,100,396
26059356,195715159,0,8,1,3,1,1,2,1,3,100,429
26090229,196100803,0,1,1,2,1,1,1,1,2,100,691
26090910,196100803,0,1,1,2,1,1,1,1,2,100,691
26113944,196304386,0,12,1,2,1,0,1,1,3,100,9998
26138106,196482736,0,1,1,4,1,0,2,1,3,100,591
26138806,101297823,0,2,1,3,1,0,2,1,1,100,389
26139045,101297823,0,2,1,3,1,0,2,1,1,100,389
26152460,34262307,0,1,1,2,1,0,1,1,3,100,295
26263212,103968626,1,1,1,6,2,3,3,1,2,100,2000
26319318,197403613,1,11,1,5,1,1,3,1,2,100,389
26542603,192771130,0,8,1,2,1,1,1,1,2,100,336
26545964,197910205,0,4,1,2,1,1,1,1,3,100,356
26546155,197910205,0,4,1,2,1,1,1,1,3,100,356
26571753,192771130,0,8,1,2,1,1,1,1,3,100,336
26618383,192771130,0,8,1,2,1,1,1,1,3,100,336
26642685,197910205,0,4,1,2,1,1,1,1,3,100,349
26642804,197910205,0,4,1,2,1,1,1,1,3,100,349
26642977,197910205,0,4,1,2,1,1,1,1,3,100,369
26643100,197910205,0,4,1,2,1,1,1,1,3,100,369
26644100,197910205,0,4,1,2,1,1,1,1,3,100,369
26644502,197910205,0,4,1,2,1,1,1,1,3,100,356
26647195,197910205,0,4,1,2,1,1,1,1,3,100,356
26670196,192771130,0,8,1,2,1,1,1,1,3,100,336
26727950,192797033,0,8,1,2,1,1,1,1,3,100,295
26738243,168670755,0,4,1,1,1,1,1,1,1,100,154
26754605,192771130,0,8,1,2,1,1,1,1,3,100,336
26844517,148776269,0,16,1,2,1,0,1,1,3,100,342
27095242,156143513,0,8,1,4,1,1,4,1,3,100,396
27299294,193591664,0,1,1,2,1,1,1,1,3,100,517
27321062,186460102,0,1,1,4,1,2,2,1,2,100,497
27372886,192797033,0,8,1,2,1,1,1,1,3,100,356
27389672,206402969,0,12,1,2,1,0,1,1,3,100,255
27520582,186373816,1,6,1,4,2,2,2,1,1,100,517
27521155,193156376,0,2,1,2,1,1,1,1,3,100,456
27687354,208993533,0,8,1,2,1,1,1,1,3,100,268
27823192,182548520,0,8,1,2,1,1,1,1,1,100,470
27827492,182548520,0,8,1,2,1,1,1,1,2,100,570
27837678,153039211,0,12,1,2,1,1,1,1,3,100,631
27843007,193156376,0,8,1,2,1,0,1,1,2,100,356
27868433,56817453,0,1,1,2,1,1,1,1,3,100,490
27895449,208993533,0,8,1,3,2,1,2,1,3,100,336
27913352,192425269,0,8,1,2,1,1,1,1,3,100,268
27942254,26076327,0,3,1,6,1,2,3,1,1,100,1000
27958843,193156376,0,8,1,2,1,1,1,1,3,100,329
27987926,209607660,1,1,1,2,1,0,1,1,2,100,329
28015652,192425269,0,8,1,4,1,2,2,1,3,100,537
28016047,211440329,0,1,1,2,1,1,1,1,3,100,591
28017080,192425269,0,8,1,3,1,1,1,1,3,100,537
28045495,210908991,0,1,1,2,1,0,1,1,3,100,497
28062525,211977931,1,3,1,3,1,1,2,1,2,100,389
28082618,87432646,0,2,1,4,1,1,2,1,3,100,671
28113892,92613615,0,2,1,2,1,0,1,1,3,100,463
28138045,212528071,0,9,1,4,2,2,3,1,3,100,1000
28166536,212566421,0,16,1,2,1,1,1,1,2,100,262
28169138,8722667,0,1,1,1,1,0,1,1,1,100,114
28233760,211694179,1,5,1,4,1,2,2,1,2,100,456
28263970,206116629,0,8,1,2,1,1,1,1,3,100,268
28264463,213471324,0,4,1,2,1,1,2,1,3,100,597
28266589,140937750,0,1,1,2,1.5,1,1,1,2,100,530
28267886,73913934,0,1,1,4,1,1,2,1,2,100,282
28292862,213471324,0,4,1,2,1,1,1,1,3,100,597
28350800,213494340,0,1,1,2,1,1,1,1,2,100,591
28353687,210908991,0,1,1,2,1,0,1,1,3,100,597
28430854,186373816,1,6,1,4,2,2,2,1,1,100,530
28594735,164929243,0,1,1,2,1,0,1,1,1,100,658
28616420,136495629,0,2,1,4,1,1,1,1,3,100,497
28628681,213939372,0,1,1,2,1,1,1,1,3,100,389
28645347,70862991,1,4,1,1,1,2,1,1,2,100,382
28657409,5536099,0,1,1,2,2,1,1,1,2,100,637
28699745,109826528,0,1,1,2,1,0,1,1,2,100,597
28712736,201186098,1,2,1,4,1,0,2,1,1,100,530
28743871,210253050,1,16,1,2,1,1,1,1,2,100,228
28748115,215860738,0,1,1,2,1,0,1,1,1,100,336
28789902,173008334,0,1,1,2,1,0,1,1,3,100,235
28796781,217192363,0,1,1,2,1.5,1,0,1,1,100,429
28800665,215121854,0,1,1,1,1,1,1,1,3,100,396
28805289,170294901,0,2,1,8,1,2,4,1,1,100,886
28858618,29350215,0,9,1,2,1,1,1,1,2,100,349
28870141,181902649,0,1,1,2,1,1,1,1,3,100,396
28875227,181902649,0,1,1,4,1,1,2,1,3,100,631
28877392,216399813,0,1,1,1,1,1,1,1,2,100,87
28893985,57274388,0,8,1,2,1,1,1,1,2,100,168
28899610,46180283,1,1,1,2,1,1,1,1,2,100,497
28992455,189003362,0,2,1,2,1,1,1,1,2,100,691
29081866,215617282,0,1,1,3,1,1,1,1,2,100,470
29130848,186023898,0,1,1,4,1,1,2,1,3,100,429
29140421,182909291,0,1,1,6,1,3,3,1,2,100,1295
29207695,186023898,0,1,1,2,1,1,1,1,2,100,329
29267623,220493576,0,1,1,2,1,1,1,1,3,100,416
29289309,87589342,0,1,1,1,1,1,1,1,3,100,168
29353362,216551817,1,12,1,4,1,2,2,1,3,100,986
29420212,105766723,0,2,1,4,1,1,2,1,1,100,436
29431066,221692005,0,1,1,2,1,1,1,1,3,100,322
29445128,188125014,0,1,1,2,1,0,1,1,2,100,268
29452961,221692005,0,1,1,2,1,1,1,1,3,100,322
29504623,208993533,0,8,1,2,1,1,1,1,3,100,336
29505135,208993533,0,8,1,2,2,1,1,1,3,100,289
29505458,208993533,0,8,1,2,2,1,1,1,3,100,336
29551031,222497568,0,1,1,2,1,1,1,1,3,100,295
29586271,206402969,0,12,1,1,1,0,1,1,3,100,235
29600045,216709379,0,4,1,4,1,1,2,1,2,100,396
29622229,222974003,0,1,1,2,1,1,1,1,3,100,389
29624688,221692005,0,1,1,2,1,1,1,1,3,100,302
29712427,87432646,0,2,1,4,1,2,2,1,3,100,698
29743204,223291596,0,7,1,4,1,2,2,1,2,100,429
29745220,94866715,0,2,1,2,2,1,1,1,3,100,986
29833174,96769604,0,1,1,2,1,1,1,1,3,100,651
29858409,105766723,0,2,1,2,1,0,1,1,2,100,356
29859116,105766723,0,2,1,4,1,0,2,1,2,100,409
29884960,199576139,0,1,1,2,1,1,1,1,3,100,597
29888774,219566071,0,1,1,2,1,1,1,1,3,100,651
29956449,161721900,0,1,1,2,1,1,1,1,3,100,389
29999965,225518420,0,4,1,2,1,1,1,1,3,100,570
30054687,223810149,1,4,1,2,1,1,1,1,3,100,517
30068953,223810149,1,4,1,2,1,1,1,1,3,100,497
30069014,223810149,1,4,1,2,1,1,1,1,3,100,497
30069090,223810149,1,4,1,2,1,1,1,1,3,100,517
30073154,223810149,1,4,1,2,1,1,1,1,3,100,456
30073197,223810149,1,4,1,2,1,1,1,1,3,100,456
30095282,148885808,0,1,1,4,2,1,2,1,3,100,463
30118614,192425269,0,8,1,2,1,1,1,1,3,100,289
30119603,192425269,0,8,1,2,1,1,1,1,3,100,315
30119985,192771130,0,8,1,2,1,1,1,1,3,100,315
30136428,120816415,0,2,1,2,1,0,1,1,3,100,423
30137003,120816415,0,2,1,4,1,0,2,1,1,100,497
30227061,100778754,0,3,1,2,1,1,1,1,3,100,429
30263001,227273836,0,12,1,2,1,1,1,1,3,100,671
30295706,227247598,0,1,1,2,1,1,1,1,3,100,577
30297338,192771130,0,8,1,2,1,1,1,1,3,100,295
30310050,226011667,0,1,1,2,1,0,1,1,3,100,597
30322669,192425269,0,8,1,2,1,1,1,1,3,100,309
30322896,192425269,0,8,1,2,1,0,1,1,3,100,248
30323015,192425269,0,8,1,2,1,1,1,1,3,100,289
30323357,192425269,0,8,1,2,1,1,1,1,3,100,255
30379454,227990219,0,1,1,2,1,1,1,1,3,100,557
30393979,63847385,0,1,1,2,1,1,1,1,3,100,382
30436497,192425269,0,8,1,2,1,1,1,1,3,100,396
30458363,228677292,0,1,1,3,1,1,2,1,2,100,396
30520933,224087442,0,1,1,2,1,1,1,1,2,100,403
30548434,223633634,1,12,1,4,1,1,1,1,3,100,658
30579297,224504082,1,2,1,4,1,1,2,1,2,100,490
30694729,9584189,0,1,1,2,1,1,1,1,1,100,1449
30745136,228517842,0,8,1,2,1,1,1,1,3,100,436
30747446,106787107,0,1,1,3,1,1,2,1,3,100,597
30804718,213274080,0,1,1,2,1,1,1,1,3,100,389
30832085,199596669,0,1,1,2,1,1,1,1,3,100,651
30868475,194263833,0,4,1,4,1,2,2,1,3,100,497
30886653,151310310,0,12,1,4,1,2,2,1,3,100,336
30913229,213494340,0,1,1,2,1,1,1,1,3,100,799
30943550,225682328,1,4,1,2,1,1,1,1,3,100,698
30967968,199576139,0,1,1,2,1,1,1,1,3,100,550
30973155,227642578,0,1,1,2,1,1,1,1,2,100,557
30975055,215934073,1,7,1,2,1,1,2,1,3,100,228
31002404,227642578,0,1,1,2,1,1,1,1,2,100,591
31093255,232318271,0,12,1,2,1,1,1,1,3,100,248
31095004,157232267,0,1,1,2,2,1,1,1,3,100,886
31095363,157232267,0,1,1,2,2,1,1,1,3,100,886
31131453,121225836,1,2,1,3,1,2,2,1,3,100,725
31176860,96769604,0,1,1,2,1,1,1,1,3,100,503
31262540,222497568,0,1,1,2,1,1,1,1,3,100,295
31268701,42541764,0,1,1,2,1,0,1,1,3,100,617
31272557,229930185,0,5,1,2,1,0,1,1,3,100,456
31276232,42541764,0,1,1,2,1,1,1,1,3,100,577
31276667,42541764,0,1,1,2,1,1,1,1,3,100,886
31279049,234068244,0,2,1,2,1,1,1,1,3,100,799
31319165,224087442,0,1,1,2,1,1,1,1,2,100,389
31367030,229930185,0,5,1,2,1,0,1,1,3,100,396
31396590,94868110,0,1,1,2,2,2,1,1,2,100,591
31499526,105712243,1,1,1,2,1,1,1,1,2,100,456
31665996,237184265,1,4,1,2,1,1,1,1,3,100,597
31696330,237184265,1,4,1,2,1.5,1,1,1,3,100,631
31720279,221301124,0,1,1,2,1,1,1,1,1,100,309
31775256,37447089,1,10,1,4,1,2,3,1,2,100,429
31776832,37447089,1,10,1,5,1,2,3,1,2,100,429
31777978,37447089,1,10,1,6,1,3,3,1,2,100,725
31787336,37447089,1,10,1,2,1,1,2,1,2,100,356
31796026,228975571,1,2,1,6,2,2,3,1,1,100,758
31815050,173127745,0,1,1,3,1,1,2,1,2,100,503
31887502,239016833,0,7,1,15,1,1,1,1,3,100,356
31911092,239229295,0,1,1,4,1,0,2,1,3,100,356
31932676,37447089,1,10,1,6,1,3,3,1,3,100,591
31966520,94990514,0,1,1,2,1,1,1,1,3,100,490
32005769,237398406,0,1,1,2,1,1,1,1,2,100,503
32095088,198529612,1,2,1,6,1,1,2,1,3,100,799
32140790,37447089,1,10,1,5,1,3,3,1,2,100,698
32170793,182547038,0,8,1,4,1,2,2,1,3,100,456
32207443,156162547,0,1,1,2,1,1,1,1,1,100,396
32224539,71778079,0,9,1,4,1,1,2,1,3,100,476
32427050,229930185,0,5,1,2,1,0,1,1,3,100,369
32508030,242763662,0,7,1,3,1,4,3,1,3,100,315
32619123,151324711,1,1,1,2,1,1,1,1,3,100,389
32621872,151324711,1,1,1,4,1,2,1,1,3,100,396
32671317,67553380,0,12,1,3,1,1,2,1,3,100,604
32675212,147567076,0,2,1,4,1,1,2,1,3,100,356
32727938,173127745,0,1,1,3,1,1,2,1,2,100,550
32744677,157722485,0,1,1,3,1,1,2,1,3,100,456
32794207,39769181,0,4,1,2,1,1,1,1,3,100,181
32864455,162048766,0,1,1,2,1,0,1,1,3,100,396
32885441,130884770,0,2,1,6,1,2,4,1,3,100,832
32912592,152279208,0,4,1,2,1,1,1,1,1,100,658
32950101,198529612,1,2,1,6,1,1,3,1,3,100,899
32964950,143860779,0,4,1,2,1,1,1,1,2,100,557
32993224,143860779,0,4,1,3,1,0,2,1,2,100,631
33008775,248291105,0,16,1,2,1,1,1,1,3,100,282
33019494,182548520,0,8,1,3,1,1,1,1,3,100,389
33052324,147458545,0,1,1,2,1,1,1,1,3,100,336
33065244,89849948,1,1,1,2,1,1,1,1,3,100,322
33098582,182548520,0,8,1,2,1,1,1,1,1,100,356
33107791,105558599,0,1,1,3,1,1,2,1,3,100,396
33204146,250010800,0,1,1,2,1,1,1,1,3,100,577
33205623,207723429,0,5,1,2,1,1,1,1,3,100,356
33215929,207481771,0,1,1,3,1,1,1,1,3,100,497
33235492,207481771,0,1,1,3,1,1,1,1,3,100,497
33259358,248745108,0,1,1,5,1,2,2,1,3,100,450
33281806,215617282,0,5,1,2,1,1,1,1,2,100,255
33282075,215617282,0,5,1,2,1,1,1,1,2,100,255
33282105,215617282,0,5,1,2,1,1,1,1,2,100,255
33318070,247404844,0,5,1,2,1,0,1,1,3,100,302
33345202,63538899,0,1,1,2,1,1,1,1,3,100,450
33354575,170202228,1,1,1,2,1,1,0,1,2,100,490
33361402,76059133,1,1,1,2,1,0,1,1,3,100,530
33361413,187774287,0,3,1,2,1,1,0,1,2,100,322
33378662,81446754,0,4,1,3,2,1,2,1,3,100,591
33410257,251691946,0,3,1,2,1,1,1,1,3,100,208
33463645,250807823,0,16,1,2,1,1,1,1,3,100,289
33476148,236452750,0,1,1,6,2,3,3,1,3,100,1000
33497311,252429569,0,12,1,2,1,1,1,1,3,100,389
33499342,252429569,0,12,1,2,1,1,1,1,3,100,389
33500236,252429569,0,12,1,2,1.5,2,2,1,3,100,490
33503912,34977014,0,4,1,2,1,1,2,1,2,100,376
33507197,252501285,0,4,1,2,1,1,1,1,3,100,483
33509319,89849948,1,1,1,2,1,1,1,1,3,100,396
33537785,142539939,0,1,1,2,1,0,0,1,3,100,201
33570412,252429569,0,12,1,2,1,1,1,1,3,100,389
33571227,9346932,1,1,1,2,1,1,1,1,2,100,470
33573028,221692005,0,1,1,2,1,0,0,1,3,100,349
33592537,108929102,0,1,1,2,2,2,0,1,2,100,671
33643237,252046455,0,1,1,2,1,0,1,1,1,100,691
33754621,254255895,0,7,1,2,1,2,2,1,3,100,315
33824598,255293862,0,5,1,2,1,1,1,1,1,100,315
16781836,111471679,1,9,1,5,1,2,3,1,2,99,886
16851518,40180773,1,8,1,2,1,1,1,1,2,99,228
17721960,117340511,1,9,1,6,2,2,4,1,1,99,698
18162823,103933985,0,3,1,2,1,1,2,1,3,99,651
18957141,101297823,0,2,1,2,1,1,1,1,1,99,289
19105544,81238003,0,1,1,2,1,1,1,1,3,99,597
19923243,58947918,1,1,1,4,1,2,2,1,3,99,557
21992411,91993925,1,4,1,4,1,2,2,1,2,99,510
24884985,108391330,1,12,1,2,1.5,1,1,1,3,99,396
24885672,108391330,1,12,1,2,1,1,1,1,3,99,429
26906456,34977014,0,4,1,3,1,1,2,1,2,99,356
28082137,87432646,0,2,1,4,1,1,2,1,3,99,658
13393438,76174629,1,2,1,2,1,1,4,1,2,98,87
14939206,87432646,0,2,1,4,1,1,2,1,3,98,671
14997784,87432646,0,2,1,4,1,1,2,1,3,98,671
15268886,97132326,1,1,1,1,1,1,1,1,1,98,148
16031552,104294653,1,1,1,2,1,1,1,1,2,98,315
16033112,93050263,0,12,1,6,2,3,3,1,2,98,825
18714478,106259973,1,1,1,2,1,1,1,1,2,98,778
19778215,105296172,0,1,1,3,1,1,2,1,1,98,389
19856628,101297823,0,2,1,2,1,1,1,1,1,98,255
20699795,92229224,0,1,1,2,1,1,1,1,3,98,168
22219376,116642411,0,1,1,2,1,1,1,1,3,98,530
22977385,170202228,1,1,1,2,1,1,1,1,1,98,396
23008344,153239905,0,1,1,10,1,3,4,1,1,98,1496
23951441,98610287,1,1,1,2,1,1,1,1,3,98,530
24458616,34977014,0,4,1,3,1,1,2,1,2,98,356
25223526,188125014,0,1,1,2,1,0,1,1,3,98,248
26502698,194499457,1,1,1,2,1,1,1,1,3,98,416
26680424,200561682,0,1,1,2,1,0,1,1,2,98,678
27584903,207677280,1,1,1,2,1,1,2,1,3,98,168
27855821,201186098,1,2,1,6,2,2,3,1,1,98,1201
28679119,34977014,0,4,1,4,1,1,2,1,2,98,389
29425534,220161493,0,3,1,2,1,1,1,1,2,98,201
29552964,183204784,0,2,1,5,1,2,3,1,2,98,725
30076369,214963756,1,1,1,2,1.5,0,1,1,2,98,336
30568821,225529514,0,6,1,2,1,1,1,1,3,98,356
30679811,204985169,0,1,1,2,1,0,1,1,2,98,429
14035465,84063932,0,12,1,2,1,1,1,1,1,97,765
21589707,130884770,0,2,1,3,1,1,2,1,1,97,476
22288188,46508212,0,1,1,2,1,1,1,5,3,97,470
24287293,183204784,0,2,1,5,1,2,3,1,2,97,738
24293025,128328028,0,1,1,3,1,1,2,1,3,97,356
25241932,107964962,0,2,1,8,1,2,4,1,2,97,852
26312574,197403613,1,11,1,4,1,2,3,1,2,97,389
26313052,101297823,0,2,1,3,1,0,2,1,1,97,396
27470331,34977014,0,4,1,3,1,1,2,1,2,97,356
27827210,182548520,0,8,1,2,1,1,1,1,1,97,456
27936997,86296695,0,1,1,5,1,3,3,1,1,97,396
28596352,109925558,1,1,1,2,1,1,1,1,3,97,322
29501069,40913843,0,1,1,2,1,1,1,1,1,97,678
29667187,207723429,0,5,1,2,1,1,1,1,3,97,349
29751282,87432646,0,2,1,4,1,2,2,1,3,97,886
30385828,50399186,0,2,1,4,1,1,2,1,2,97,228
30719796,159587273,0,5,1,4,2,2,2,1,1,97,497
33142788,191349540,0,9,1,2,1,0,1,1,3,97,450
4219257,15874316,0,1,1,2,1,1,1,1,2,96,336
17772114,53288323,0,9,1,5,1,2,3,1,2,96,805
18096336,87432646,0,2,1,4,1,2,2,1,3,96,698
18121666,119868116,0,1,1,2,1,1,1,1,3,96,597
18148964,31516936,0,2,1,2,1,1,1,1,2,96,752
18785820,81238003,0,1,1,7,1,3,3,1,3,96,886
18953979,132157720,0,2,1,5,1,2,2,1,3,96,617
19551749,77350954,0,1,1,8,2,3,3,1,1,96,1248
20296917,132023110,1,2,1,6,1,2,3,1,1,96,752
21740757,151601714,0,4,1,2,1,1,1,1,3,96,329
22252332,85983323,0,2,1,2,1,1,1,1,3,96,490
23280484,67998390,1,9,1,2,1,1,1,1,1,96,302
24418979,178878445,0,1,1,2,1,1,1,1,1,96,698
24738601,101297823,0,2,1,3,1,0,2,1,1,96,369
25139634,189644563,0,2,1,5,1,1,2,1,3,96,597
26644195,199596669,0,1,1,2,1,1,1,1,3,96,503
28872139,30320328,0,2,1,3,1,1,2,1,2,96,778
30833466,199596669,0,1,1,2,1,1,1,1,3,96,503
30916647,78735986,1,1,1,3,1,1,2,1,3,96,396
31951446,138832397,1,16,1,2,1,0,1,1,3,96,148
33320097,251006275,0,2,1,2,1,1,1,1,2,96,242
398784,192875,0,1,1,3,1,1,1,1,1,95,859
16324280,106655993,0,2,1,2,1,1,1,1,2,95,349
19309191,130884770,0,2,1,5,1,2,4,1,1,95,933
19434363,132023110,1,2,1,5,1,1,3,1,1,95,550
19583161,110704455,0,7,1,4,1,2,2,1,3,95,738
19743558,110704455,0,7,1,2,1,1,1,1,3,95,537
20256667,130884770,0,2,1,7,1,2,4,1,1,95,933
21212357,153239905,0,1,1,5,1,2,2,1,1,95,1000
21317246,93965993,0,1,1,8,2,4,3,1,3,95,517
21454914,155747379,1,2,1,5,1,1,2,1,1,95,396
21756906,132023110,1,2,1,5,1,1,3,1,1,95,550
22424403,160927448,1,1,1,2,1,1,1,1,3,95,570
23582223,67998390,1,9,1,2,1,1,2,1,1,95,302
24528840,127059215,0,12,1,4,2,2,2,1,3,95,470
24811255,93050263,0,12,1,6,1,2,3,1,3,95,799
25005878,186460102,0,1,1,2,1,1,1,1,1,95,456
25432946,160927448,1,1,1,2,1,1,1,1,3,95,718
25768343,101297823,0,2,1,3,1,0,1,1,2,95,289
26096355,196144245,0,9,1,4,2,2,2,1,3,95,691
26855492,55369422,1,2,1,2,1,1,1,1,3,95,382
27316872,192771130,0,8,1,2,1,1,1,1,3,95,336
27622679,199596669,0,1,1,2,1,1,1,1,3,95,651
28259721,87432646,0,2,1,2,1,1,1,1,3,95,597
28685689,146084884,0,1,1,2,1,1,1,1,1,95,188
28807985,29719851,1,1,1,2,1,1,1,1,3,95,497
30324813,206116629,0,8,1,2,1,1,1,1,3,95,295
31267272,35430320,0,1,1,3,1,1,1,1,3,95,470
31793818,228975571,1,1,1,8,2,3,4,1,1,95,1000
17503731,101297823,0,2,1,2,1,1,1,1,1,94,255
17718466,107964962,0,2,1,9,1,3,5,1,2,94,872
18268017,81238003,0,1,1,2,1,1,1,1,3,94,597
18361309,107964962,0,2,1,8,1,2,4,1,2,94,852
19173754,132023110,1,2,1,7,1,2,3,1,1,94,799
19964177,132023110,1,2,1,7,2,2,4,1,1,94,886
20717509,42065892,0,4,1,4,1,1,2,1,1,94,376
22252131,85983323,0,2,1,2,1,1,1,1,3,94,490
24275364,155747379,1,2,1,4,1,0,2,1,3,94,396
24484153,184950170,0,2,1,2,1,1,1,1,2,94,691
24561766,185088502,0,11,1,16,1,1,2,1,3,94,181
24610289,110545504,0,7,1,2,1,1,1,1,3,94,309
28046175,21853968,0,1,1,3,1,1,2,1,1,94,369
1276777,192875,0,1,1,11,2,3,5,1,2,93,738
6694197,5557443,0,1,1,2,1,1,1,1,2,93,336
15473579,99317741,0,1,1,2,1,1,1,1,1,93,450
